uid,u_cat_01,u_cat_02,u_cat_03,u_cat_04,u_cat_05,u_cat_06,u_cat_07,u_cat_08
u000695,59,1,2,5,1,3,0,1
u000696,13,2,2,26,1,3,0,1
u000697,21,1,2,19,1,3,2,2
u000698,9,2,2,12,3,3,0,2
u000699,54,2,4,16,6,3,0,2
u000700,35,2,1,29,6,3,3,2
u000701,56,1,5,30,1,3,0,1
u000702,3,1,5,4,4,3,0,2
u000703,46,2,5,1,2,3,1,1
u000704,14,2,5,0,0,3,0,1
u000705,22,2,3,19,1,3,0,1
u000706,14,1,3,0,0,3,4,1
u000707,25,2,5,0,0,3,0,1
u000708,10,2,3,5,2,3,0,1
u000709,6,1,3,13,3,3,0,1
u000710,31,2,5,26,2,3,4,2
u000711,52,1,4,16,6,3,2,2
u000712,17,2,5,19,2,3,0,2
u000713,35,2,5,1,3,3,0,2
u000714,21,2,2,0,0,3,1,1
u000715,31,2,3,12,3,1,2,1
u000716,27,1,3,22,3,3,1,1
u000717,29,2,3,12,2,3,4,1
u000718,6,2,3,0,0,3,0,1
u000719,20,1,2,5,4,3,5,1
u000720,31,2,5,9,2,3,4,2
u000721,65,2,2,31,5,3,1,1
u000722,6,1,1,31,1,3,2,1
u000723,21,2,5,0,0,3,0,1
u000724,52,1,2,31,1,3,0,2
u000725,14,2,5,12,4,3,0,2
u000726,52,1,3,11,2,3,0,2
u000727,27,2,5,5,3,3,0,2
u000728,34,1,3,12,1,3,4,1
u000729,36,1,2,28,3,3,0,1
u000730,14,2,5,29,4,3,1,2
u000731,59,2,2,1,2,3,0,2
u000732,54,1,5,0,0,3,0,2
u000733,48,1,6,28,3,3,0,1
u000734,22,1,3,31,2,3,2,1
u000735,64,1,2,0,0,3,1,1
u000736,9,1,5,0,0,3,0,1
u000737,64,2,2,5,2,3,0,1
u000738,6,2,5,16,6,3,0,2
u000739,18,2,5,9,1,3,0,2
u000740,3,2,5,22,1,3,0,1
u000741,31,1,3,13,3,3,2,1
u000742,52,2,5,0,0,3,0,1
u000743,31,2,3,14,4,2,2,2
u000744,10,2,2,20,2,3,0,1
u000745,64,2,5,22,1,3,0,1
u000746,52,2,4,30,6,3,0,2
u000747,31,2,5,27,4,3,4,1
u000748,59,1,2,1,1,3,4,1
u000749,20,2,5,1,1,3,0,1
u000750,14,2,5,9,6,3,4,1
u000751,46,2,2,31,2,3,4,1
u000752,3,1,5,1,2,3,0,1
u000753,14,2,5,2,0,3,0,2
u000754,46,2,5,1,2,3,0,1
u000755,58,2,2,7,1,3,0,1
u000756,6,2,2,0,0,3,0,2
u000757,48,2,5,27,6,3,1,1
u000758,52,2,5,9,1,3,0,2
u000759,59,2,5,0,0,3,0,2
u000760,52,2,5,9,6,3,0,2
u000761,48,2,5,31,2,3,0,1
u000762,4,2,2,31,5,3,1,2
u000763,34,2,3,5,1,3,1,1
u000764,13,2,5,31,4,3,1,2
u000765,29,1,3,9,2,3,0,1
u000766,59,1,4,0,0,3,2,1
u000767,64,2,1,30,6,3,2,2
u000768,56,2,3,0,0,3,4,1
u000769,56,2,5,4,6,3,2,1
u000770,38,2,5,23,1,3,0,2
u000771,18,1,2,1,2,3,0,1
u000772,64,1,2,30,2,3,1,1
u000773,25,2,2,19,1,3,1,2
u000774,18,1,5,1,2,3,4,1
u000775,34,2,5,0,0,3,1,2
u000776,26,2,2,29,4,3,1,1
u000777,27,2,5,0,0,3,0,1
u000778,35,2,1,16,3,3,2,2
u000779,10,2,2,0,0,3,4,2
u000780,13,2,5,5,1,3,0,1
u000781,48,2,5,27,4,3,1,1
u000782,59,1,3,30,6,3,1,2
u000783,22,2,2,16,2,3,2,2
u000784,29,2,3,30,6,3,4,2
u000785,59,1,5,9,2,3,0,1
u000786,52,2,1,26,2,3,0,2
u000787,21,2,5,31,1,3,0,2
u000788,52,1,1,5,2,3,4,1
u000789,35,1,4,9,6,3,2,2
u000790,46,2,5,4,4,3,0,1
u000791,21,1,4,26,3,3,4,1
u000792,18,2,5,1,2,3,2,2
u000793,29,2,3,0,0,3,0,1
u000794,21,2,5,31,1,3,4,1
u000795,31,2,5,0,0,3,0,2
u000796,18,2,5,1,4,3,0,1
u000797,11,1,2,28,6,3,0,1
u000798,59,2,5,19,1,3,0,2
u000799,31,1,2,27,6,3,2,1
u000800,9,1,3,31,5,3,0,2
u000801,31,1,3,4,4,3,2,1
u000802,55,1,3,19,6,3,0,1
u000803,44,1,3,19,4,2,2,1
u000804,34,2,5,0,0,3,2,1
u000805,46,1,4,31,1,2,4,2
u000806,21,2,5,0,0,3,0,2
u000807,1,2,5,19,1,1,4,2
u000808,52,1,5,0,0,3,2,2
u000809,64,2,5,14,4,3,0,2
u000810,53,2,3,31,1,3,0,1
u000811,48,1,4,0,0,3,2,1
u000812,48,1,3,17,4,3,0,1
u000813,4,2,2,16,2,3,1,2
u000814,6,2,5,29,4,3,0,1
u000815,17,2,3,0,0,3,2,1
u000816,59,2,6,9,3,3,4,2
u000817,11,2,2,0,0,3,0,1
u000818,56,1,3,19,1,1,2,1
u000819,18,1,3,26,2,3,4,1
u000820,52,2,3,19,6,3,0,2
u000821,56,1,3,27,4,3,1,1
u000822,22,2,6,28,6,3,0,2
u000823,59,1,3,1,2,3,1,2
u000824,41,2,2,0,0,3,0,1
u000825,56,2,2,0,0,3,0,2
u000826,46,1,5,9,2,3,2,1
u000827,53,2,6,31,2,3,0,1
u000828,14,2,5,0,0,3,4,1
u000829,29,2,3,5,2,3,2,2
u000830,31,1,5,9,1,3,0,2
u000831,22,2,5,26,1,3,0,1
u000832,35,2,5,9,6,3,0,1
u000833,59,2,2,27,1,3,2,1
u000834,27,1,4,28,2,3,0,2
u000835,13,1,2,1,3,3,0,2
u000836,34,1,3,0,0,3,0,1
u000837,20,2,5,16,6,3,0,2
u000838,31,2,5,0,0,3,0,1
u000839,56,2,5,1,2,3,2,1
u000840,27,2,1,26,2,3,4,2
u000841,14,2,5,30,2,2,2,2
u000842,6,1,3,0,0,3,0,2
u000843,56,2,5,0,0,3,0,2
u000844,64,2,5,0,0,3,2,2
u000845,46,2,5,1,2,1,2,2
u000846,38,2,2,31,2,3,0,2
u000847,21,2,5,30,2,3,0,2
u000848,27,1,2,0,0,1,4,2
u000849,35,2,5,30,1,3,0,1
u000850,35,2,5,0,0,3,0,2
u000851,17,1,5,0,0,3,0,2
u000852,59,2,5,11,2,3,0,1
u000853,31,2,5,26,1,3,0,1
u000854,53,2,5,26,3,3,0,1
u000855,6,1,3,0,0,3,0,1
u000856,21,2,5,31,1,3,0,1
u000857,52,1,4,9,6,3,2,1
u000858,59,2,5,19,4,3,0,1
u000859,3,2,5,16,6,3,0,1
u000860,29,2,4,11,2,3,0,2
u000861,27,1,5,31,2,3,0,2
u000862,14,2,5,16,6,3,0,2
u000863,46,2,4,29,4,2,4,1
u000864,53,1,3,26,1,3,1,1
u000865,13,2,5,13,1,3,0,1
u000866,59,2,3,5,2,3,0,2
u000867,64,2,2,31,1,3,0,2
u000868,11,1,1,0,0,3,0,1
u000869,8,1,5,0,0,3,1,1
u000870,31,2,5,31,2,3,1,1
u000871,31,2,5,5,3,3,2,2
u000872,48,2,5,9,2,3,0,1
u000873,56,1,4,4,4,3,0,1
u000874,56,2,5,31,6,3,1,2
u000875,31,2,5,20,4,3,1,2
u000876,31,2,2,5,2,3,2,2
u000877,58,2,6,22,3,3,0,1
u000878,6,2,3,15,5,3,0,1
u000879,9,1,2,1,3,3,4,2
u000880,4,2,6,25,3,3,1,2
u000881,9,1,2,22,2,3,0,1
u000882,3,2,5,31,1,3,2,1
u000883,46,1,4,0,0,3,4,1
u000884,52,1,4,12,2,3,0,2
u000885,27,1,2,16,6,3,0,1
u000886,14,1,3,9,6,3,4,2
u000887,21,2,5,12,4,3,4,1
u000888,20,2,5,0,0,3,1,2
u000889,59,2,5,31,5,1,2,2
u000890,56,2,5,0,0,3,2,2
u000891,14,2,5,1,1,3,0,2
u000892,17,2,5,9,6,3,0,2
u000893,31,2,2,1,2,2,2,1
u000894,53,1,5,9,2,3,0,1
u000895,3,1,3,22,2,3,0,1
u000896,29,2,5,5,1,3,0,2
u000897,56,1,2,0,0,3,4,2
u000898,20,2,5,0,0,3,0,2
u000899,46,2,5,31,2,3,2,1
u000900,52,2,5,30,2,3,0,1
u000901,44,2,5,31,1,1,0,2
u000902,52,1,3,26,1,3,0,1
u000903,18,1,3,12,4,3,1,2
u000904,8,1,3,5,1,3,0,2
u000905,54,2,3,19,6,3,0,2
u000906,13,1,5,26,3,1,0,2
u000907,3,1,4,0,0,3,0,2
u000908,6,2,2,1,2,3,0,2
u000909,53,1,3,0,0,3,4,1
u000910,22,2,5,22,2,3,0,2
u000911,20,1,6,29,4,3,4,2
u000912,31,1,4,0,0,3,2,2
u000913,29,1,2,29,1,3,0,2
u000914,34,2,5,19,6,3,0,1
u000915,27,2,5,0,0,3,4,2
u000916,48,2,5,31,1,3,0,1
u000917,18,2,5,20,4,3,4,1
u000918,38,1,2,4,1,3,3,1
u000919,50,1,5,1,2,3,1,2
u000920,31,2,5,0,0,3,1,2
u000921,14,2,5,0,0,3,4,1
u000922,52,1,6,15,5,3,2,1
u000923,31,2,5,1,2,3,0,1
u000924,29,2,5,9,1,3,0,1
u000925,3,1,5,22,2,3,0,2
u000926,44,2,5,22,1,2,1,2
u000927,31,2,5,12,2,1,3,2
u000928,27,1,6,21,6,3,0,1
u000929,25,2,4,10,5,3,1,1
u000930,6,1,3,0,0,3,0,1
u000931,13,2,4,26,2,3,4,1
u000932,31,2,5,5,2,3,0,1
u000933,27,2,6,28,3,3,3,2
u000934,31,1,3,0,0,3,0,1
u000935,57,1,1,28,6,3,0,2
u000936,31,2,5,11,2,3,0,2
u000937,4,1,3,16,6,3,1,1
u000938,18,2,5,1,2,3,4,2
u000939,6,1,3,0,0,3,0,2
u000940,35,1,4,0,0,3,1,1
u000941,14,2,4,20,6,2,4,2
u000942,52,1,2,9,6,3,0,1
u000943,35,2,5,9,6,3,0,1
u000944,64,2,2,15,5,3,2,1
u000945,18,1,4,31,1,3,1,1
u000946,18,1,4,4,4,3,2,1
u000947,14,2,5,12,1,2,2,2
u000948,22,1,3,1,3,3,0,1
u000949,59,2,5,1,2,3,0,1
u000950,3,2,2,30,6,3,0,2
u000951,18,1,3,0,0,3,1,1
u000952,38,2,4,31,3,1,0,2
u000953,21,2,3,26,3,3,0,2
u000954,31,2,5,7,6,1,2,1
u000955,3,2,4,17,6,3,0,2
u000956,38,1,3,2,0,3,1,2
u000957,55,2,4,31,5,3,1,1
u000958,18,1,2,31,5,3,4,1
u000959,56,2,3,0,0,3,4,2
u000960,38,1,4,21,6,3,1,2
u000961,34,1,2,21,6,3,0,1
u000962,3,2,5,19,1,3,0,1
u000963,14,1,2,5,1,3,0,1
u000964,4,2,2,16,6,3,1,2
u000965,34,2,5,9,2,3,2,2
u000966,52,2,1,29,4,3,0,2
u000967,25,1,5,26,1,3,0,2
u000968,31,1,4,0,0,3,2,1
u000969,14,2,5,31,2,3,2,1
u000970,14,2,3,22,2,3,2,1
u000971,22,2,5,0,0,3,2,2
u000972,18,2,5,30,1,3,4,1
u000973,14,2,5,1,2,3,0,1
u000974,35,2,5,13,3,3,0,1
u000975,29,2,5,0,0,3,0,1
u000976,59,2,5,12,2,3,3,2
u000977,64,2,1,28,3,3,4,2
u000978,14,1,5,0,0,3,0,1
u000979,38,2,5,12,4,3,1,1
u000980,50,2,2,26,3,3,1,1
u000981,52,2,5,30,2,3,0,2
u000982,29,2,5,26,2,3,0,2
u000983,46,2,5,26,3,3,0,2
u000984,56,2,3,5,1,3,0,1
u000985,22,1,3,9,2,3,0,2
u000986,46,2,3,11,2,2,4,1
u000987,38,1,3,0,0,3,4,1
u000988,53,2,6,13,3,3,0,1
u000989,48,2,5,19,6,3,0,2
u000990,31,1,3,2,0,3,1,1
u000991,46,2,5,1,2,3,0,1
u000992,20,2,5,26,3,3,0,2
u000993,56,2,5,2,3,3,1,2
u000994,18,2,3,0,0,3,0,2
u000995,1,2,5,30,2,3,4,2
u000996,48,1,2,26,1,3,1,2
u000997,35,2,5,29,4,3,2,1
u000998,27,2,5,0,0,3,0,2
u000999,56,2,3,0,0,3,0,2
u001000,17,1,1,0,0,3,2,1
u001001,21,1,5,19,4,3,0,2
u001002,14,1,5,2,0,3,4,1
u001003,6,1,2,9,2,3,0,1
u001004,64,1,2,16,2,1,0,1
u001005,56,2,5,20,6,3,0,1
u001006,34,2,5,12,4,3,4,1
u001007,46,2,5,23,1,3,4,2
u001008,14,2,5,9,2,2,4,2
u001009,34,2,5,3,1,3,2,1
u001010,3,2,5,12,4,3,0,2
u001011,13,2,4,31,5,3,0,1
u001012,59,2,4,19,1,3,2,2
u001013,29,2,5,0,0,3,0,1
u001014,14,2,5,12,4,3,0,1
u001015,1,2,5,12,4,2,4,2
u001016,34,1,2,9,3,3,0,2
u001017,18,2,5,9,2,3,0,2
u001018,22,2,5,19,4,3,1,1
u001019,14,2,5,30,6,3,4,2
u001020,1,2,4,30,6,2,2,2
u001021,13,2,4,16,6,3,0,2
u001022,48,2,4,28,3,3,2,2
u001023,31,2,5,20,4,3,2,1
u001024,31,2,5,0,0,3,4,2
u001025,48,2,5,24,4,3,0,1
u001026,13,2,5,0,0,3,0,1
u001027,46,2,4,16,6,3,2,1
u001028,56,1,5,0,0,3,2,2
u001029,44,1,3,14,2,2,4,1
u001030,27,2,5,31,2,3,2,2
u001031,9,1,4,0,0,3,0,1
u001032,10,1,5,0,0,3,1,2
u001033,59,1,4,31,5,3,2,2
u001034,59,2,5,13,1,3,0,2
u001035,56,1,5,0,0,3,0,1
u001036,31,2,3,0,0,3,4,1
u001037,17,1,3,16,6,3,2,1
u001038,18,2,5,0,0,3,0,1
u001039,56,2,5,0,0,3,0,1
u001040,27,2,5,13,2,3,0,1
u001041,35,2,2,5,2,3,0,1
u001042,48,1,4,5,1,3,4,2
u001043,38,2,5,0,0,3,0,2
u001044,48,2,4,16,6,3,0,1
u001045,3,2,5,31,1,3,0,1
u001046,57,2,3,16,6,3,1,1
u001047,31,2,5,19,4,3,2,2
u001048,59,2,5,0,0,3,0,1
u001049,34,2,5,0,0,3,4,2
u001050,63,1,6,10,5,3,0,2
u001051,59,1,5,0,0,3,0,2
u001052,46,2,5,22,2,3,1,2
u001053,38,2,5,31,6,3,0,1
u001054,46,2,5,0,0,3,0,2
u001055,58,2,2,27,4,3,0,1
u001056,56,1,2,9,6,3,0,2
u001057,56,2,3,29,4,3,0,2
u001058,10,1,2,31,1,3,4,2
u001059,31,2,5,12,1,3,0,1
u001060,52,1,3,4,4,3,1,2
u001061,11,1,5,0,0,3,0,1
u001062,6,1,4,26,1,3,1,1
u001063,35,2,5,12,1,3,0,2
u001064,18,1,2,0,0,3,4,1
u001065,25,2,3,1,3,3,1,1
u001066,52,2,3,26,1,3,4,1
u001067,22,1,2,19,6,3,2,2
u001068,35,2,2,19,6,3,0,1
u001069,25,1,4,9,2,3,0,2
u001070,31,2,2,5,2,3,0,2
u001071,48,1,1,11,2,3,0,1
u001072,59,1,4,30,6,3,0,1
u001073,35,1,5,0,0,3,0,1
u001074,22,1,3,26,1,3,1,1
u001075,56,1,2,0,0,3,4,1
u001076,38,2,5,17,4,3,0,1
u001077,10,2,4,0,0,3,0,2
u001078,46,2,5,24,4,2,2,1
u001079,17,2,5,0,0,3,0,1
u001080,21,2,3,16,6,3,0,2
u001081,12,1,1,26,3,3,0,1
u001082,21,1,4,29,4,3,1,2
u001083,34,2,4,12,4,2,2,2
u001084,21,1,3,0,0,3,0,1
u001085,18,2,5,2,3,3,2,1
u001086,44,1,4,30,1,3,2,2
u001087,13,1,5,12,2,3,4,1
u001088,52,2,3,13,3,3,0,2
u001089,29,1,3,0,0,3,1,1
u001090,31,1,2,23,4,3,1,1
u001091,59,2,5,5,2,3,0,2
u001092,54,1,5,22,3,3,0,2
u001093,46,1,4,0,0,3,1,1
u001094,29,2,5,31,1,3,0,2
u001095,28,1,3,0,0,3,1,2
u001096,8,2,5,0,0,3,1,1
u001097,13,1,5,13,2,3,0,1
u001098,58,2,5,23,6,3,0,1
u001099,52,1,4,16,2,3,0,1
u001100,59,2,4,10,5,3,2,2
u001101,29,2,3,12,1,3,4,1
u001102,34,1,4,30,2,3,0,2
u001103,21,1,2,1,1,3,2,2
u001104,18,2,5,19,2,3,4,1
u001105,18,2,5,12,1,3,0,2
u001106,20,1,2,16,2,3,0,1
u001107,18,2,5,0,0,2,3,1
u001108,56,2,5,20,6,3,4,1
u001109,3,2,5,29,4,3,0,2
u001110,14,2,5,31,2,3,4,1
u001111,64,2,2,16,2,3,2,1
u001112,27,2,3,12,3,3,4,1
u001113,31,2,3,12,1,3,4,2
u001114,59,2,5,30,6,3,0,1
u001115,46,1,5,0,0,3,4,2
u001116,59,2,3,30,6,3,0,1
u001117,31,1,3,1,2,3,0,2
u001118,31,2,5,27,6,3,1,2
u001119,14,2,5,2,3,2,2,2
u001120,31,2,5,31,2,1,4,1
u001121,38,1,2,12,2,3,1,1
u001122,35,2,6,14,2,3,0,2
u001123,31,1,2,12,4,1,4,2
u001124,53,2,5,29,4,3,0,1
u001125,31,2,5,26,1,3,1,1
u001126,39,2,3,31,5,3,1,1
u001127,14,2,5,1,2,1,4,1
u001128,18,1,2,12,4,3,4,1
u001129,64,2,5,16,6,3,0,1
u001130,18,2,5,4,6,3,4,2
u001131,27,2,2,27,6,3,4,2
u001132,34,2,5,2,0,3,0,1
u001133,52,2,6,0,0,3,2,2
u001134,1,2,5,26,2,3,4,1
u001135,22,2,2,16,2,3,0,2
u001136,18,2,5,0,0,3,0,2
u001137,46,1,4,28,3,1,2,1
u001138,1,2,5,22,1,2,4,1
u001139,18,2,1,0,0,3,2,2
u001140,29,2,5,0,0,3,0,2
u001141,3,1,6,28,6,3,1,1
u001142,14,2,2,16,2,2,2,2
u001143,44,2,5,28,6,2,2,1
u001144,48,2,5,2,3,3,2,1
u001145,38,1,2,1,1,3,2,1
u001146,21,2,5,30,2,3,0,1
u001147,29,2,2,22,2,3,0,2
u001148,56,2,5,11,2,3,0,2
u001149,53,2,2,16,2,3,1,1
u001150,46,1,3,27,1,1,4,1
u001151,31,2,5,31,5,1,2,1
u001152,52,2,5,16,2,3,0,2
u001153,20,2,5,16,6,3,0,2
u001154,52,2,2,5,1,3,1,2
u001155,3,1,2,0,0,3,0,2
u001156,59,2,5,1,2,3,0,1
u001157,34,2,3,0,0,3,0,1
u001158,14,2,5,0,0,1,1,2
u001159,59,2,3,0,0,3,4,1
u001160,31,2,5,0,0,2,4,1
u001161,11,2,5,21,1,3,0,2
u001162,59,2,5,9,2,3,2,2
u001163,11,2,5,9,6,3,0,1
u001164,31,2,5,0,0,3,0,2
u001165,18,1,5,0,0,1,1,1
u001166,52,2,1,28,3,3,4,2
u001167,31,1,5,0,0,3,4,1
u001168,29,1,5,31,1,3,0,1
u001169,1,1,2,9,2,3,2,2
u001170,44,1,3,2,3,2,2,2
u001171,65,2,5,12,3,3,1,1
u001172,31,2,3,31,4,3,0,1
u001173,48,1,3,26,1,3,0,1
u001174,3,2,5,0,0,3,0,2
u001175,3,2,5,20,2,3,0,1
u001176,35,2,4,30,6,3,0,1
u001177,17,2,2,29,6,3,4,1
u001178,59,2,2,0,0,3,0,1
u001179,52,2,5,12,4,3,0,1
u001180,18,2,5,7,6,3,2,1
u001181,35,1,1,9,2,3,2,1
u001182,13,2,5,31,2,3,0,2
u001183,34,2,5,30,1,3,0,1
u001184,14,1,3,0,0,3,1,2
u001185,52,2,5,0,0,3,0,1
u001186,1,2,5,5,1,3,4,2
u001187,21,2,5,0,0,2,4,1
u001188,52,2,1,28,6,3,4,1
u001189,38,2,5,0,0,3,0,1
u001190,52,1,4,13,2,3,0,2
u001191,9,2,5,0,0,3,0,1
u001192,18,1,4,16,2,1,1,1
u001193,22,2,2,0,0,3,0,2
u001194,31,1,5,24,4,3,0,1
u001195,52,2,5,9,1,3,0,1
u001196,17,2,3,29,4,3,0,2
u001197,14,2,3,30,6,1,2,1
u001198,22,1,3,9,6,3,4,1
u001199,20,2,2,26,3,3,0,2
u001200,59,2,5,22,2,3,0,1
u001201,31,2,5,9,3,3,4,2
u001202,22,2,3,4,4,3,0,2
u001203,29,1,3,0,0,3,1,1
u001204,34,2,5,31,2,3,0,2
u001205,59,2,5,16,3,3,0,1
u001206,3,2,5,28,6,3,0,2
u001207,18,1,3,16,6,2,0,1
u001208,56,2,5,20,1,3,4,2
u001209,18,2,5,0,0,3,1,2
u001210,52,2,3,21,2,1,4,2
u001211,3,2,1,21,1,3,2,2
u001212,14,2,5,19,4,3,0,1
u001213,14,1,4,1,3,1,2,1
u001214,27,2,2,19,2,3,0,1
u001215,34,1,2,21,6,1,2,2
u001216,12,2,5,5,2,3,1,1
u001217,31,1,4,4,4,1,2,1
u001218,3,2,2,16,2,3,4,1
u001219,3,2,1,28,3,3,0,1
u001220,52,2,4,9,2,3,0,1
u001221,35,2,2,0,0,3,0,2
u001222,3,2,1,31,5,3,3,1
u001223,10,1,5,0,0,3,0,2
u001224,34,2,5,0,0,2,2,2
u001225,56,1,4,0,0,3,2,2
u001226,9,1,1,9,2,3,2,1
u001227,56,1,5,0,0,3,0,1
u001228,64,1,3,9,3,3,0,1
u001229,17,1,2,26,2,3,0,1
u001230,56,2,5,9,3,3,0,2
u001231,18,2,1,22,3,1,1,1
u001232,58,2,2,15,5,3,0,1
u001233,54,2,1,15,5,3,3,1
u001234,46,2,5,1,2,3,2,2
u001235,54,2,2,0,0,3,0,2
u001236,6,1,5,24,4,3,0,1
u001237,34,2,3,9,6,3,4,1
u001238,65,2,3,26,1,3,1,1
u001239,6,2,2,30,6,3,0,1
u001240,18,1,4,5,1,3,2,2
u001241,14,2,5,0,0,3,0,2
u001242,27,2,5,9,6,3,0,2
u001243,48,2,1,22,1,3,4,2
u001244,59,1,6,28,3,3,4,1
u001245,46,1,3,31,2,2,4,1
u001246,40,2,2,22,2,3,1,2
u001247,35,1,2,0,0,3,0,2
u001248,31,2,5,1,2,3,0,1
u001249,27,2,3,1,2,3,0,2
u001250,20,1,6,21,6,3,2,2
u001251,64,1,2,12,1,3,0,2
u001252,29,1,5,4,4,3,0,1
u001253,59,1,2,9,1,3,4,1
u001254,27,1,3,0,0,3,0,2
u001255,64,2,4,31,2,3,0,1
u001256,27,1,3,16,2,3,0,2
u001257,44,1,2,28,2,3,4,2
u001258,21,2,5,27,1,3,1,2
u001259,27,2,3,0,0,3,0,2
u001260,56,2,4,0,0,3,2,2
u001261,13,2,5,4,4,3,0,1
u001262,50,2,5,0,0,3,4,1
u001263,59,1,6,1,1,3,2,1
u001264,31,2,5,0,0,3,2,2
u001265,13,1,4,0,0,3,0,2
u001266,53,2,4,0,0,3,0,1
u001267,56,2,2,11,6,3,0,1
u001268,57,2,5,12,4,3,1,1
u001269,3,2,2,16,2,3,0,1
u001270,25,1,2,0,0,3,0,1
u001271,13,2,2,29,4,3,0,2
u001272,61,2,1,0,0,3,1,1
u001273,14,2,3,5,2,3,4,2
u001274,35,2,5,28,1,3,0,2
u001275,38,2,6,29,4,3,4,1
u001276,18,2,5,12,2,3,4,1
u001277,6,2,5,0,0,3,0,2
u001278,10,2,5,19,1,3,0,1
u001279,21,1,1,30,2,3,1,2
u001280,59,1,2,16,2,3,0,1
u001281,18,2,3,0,0,3,1,2
u001282,52,1,3,12,1,3,2,1
u001283,56,2,3,31,2,3,0,1
u001284,48,2,3,1,3,3,0,2
u001285,31,2,5,4,6,3,0,2
u001286,27,2,5,0,0,3,0,2
u001287,22,1,2,1,2,3,0,2
u001288,64,2,2,31,3,3,0,1
u001289,46,2,2,5,1,3,1,2
u001290,38,2,5,0,0,3,0,1
u001291,13,1,2,9,6,3,0,2
u001292,46,2,5,26,2,3,4,2
u001293,29,1,3,31,2,3,1,1
u001294,56,1,2,15,5,3,4,1
u001295,64,2,2,4,4,3,0,2
u001296,27,2,2,1,1,3,3,1
u001297,6,1,3,16,6,3,4,1
u001298,21,2,3,29,4,3,1,1
u001299,52,2,1,16,2,3,4,1
u001300,18,2,5,19,6,3,2,2
u001301,29,2,2,26,2,3,0,1
u001302,59,1,1,28,6,3,1,2
u001303,59,2,3,31,1,3,0,1
u001304,34,1,2,0,0,3,4,2
u001305,6,2,5,0,0,3,0,1
u001306,52,2,5,22,2,3,0,1
u001307,46,1,2,0,0,1,2,2
u001308,27,1,5,30,2,3,0,1
u001309,27,2,5,16,2,3,1,1
u001310,13,1,1,17,4,3,0,2
u001311,59,2,5,0,0,3,0,2
u001312,56,1,3,16,2,3,0,2
u001313,34,1,6,16,2,3,4,2
u001314,38,1,4,22,2,3,0,2
u001315,27,2,3,19,6,3,4,1
u001316,18,1,5,0,0,3,2,2
u001317,34,2,5,0,0,3,2,1
u001318,47,2,5,0,0,2,2,2
u001319,20,2,2,29,4,3,0,1
u001320,52,1,4,0,0,3,4,1
u001321,3,2,1,15,5,3,2,2
u001322,17,2,2,31,2,3,4,1
u001323,56,2,5,13,1,3,2,1
u001324,31,2,5,0,0,3,2,2
u001325,34,2,5,11,6,3,0,2
u001326,56,2,5,5,2,3,1,2
u001327,14,1,4,31,2,1,2,1
u001328,3,1,3,9,2,3,0,1
u001329,6,2,5,9,2,3,4,1
u001330,59,1,5,16,2,3,0,2
u001331,56,2,5,23,1,3,1,2
u001332,3,2,5,26,3,3,0,2
u001333,3,2,5,12,4,3,2,2
u001334,38,1,1,1,2,3,4,2
u001335,21,2,4,13,3,3,0,2
u001336,27,2,4,29,4,3,0,1
u001337,9,2,3,0,0,3,0,1
u001338,18,2,3,30,2,3,2,2
u001339,18,2,5,2,0,3,0,2
u001340,34,1,2,9,1,3,0,1
u001341,29,1,2,26,1,3,1,1
u001342,1,2,5,21,6,2,2,1
u001343,64,1,2,13,3,3,0,2
u001344,13,2,1,5,1,3,2,1
u001345,38,1,3,22,2,3,3,2
u001346,13,2,5,12,1,3,2,2
u001347,22,2,3,31,1,3,0,1
u001348,48,2,5,26,2,3,0,2
u001349,23,2,5,31,2,2,2,2
u001350,23,2,5,22,3,2,2,1
u001351,52,1,3,13,1,3,1,1
u001352,47,2,4,22,2,2,4,2
u001353,59,1,3,2,0,3,1,2
u001354,46,2,5,20,4,2,2,2
u001355,52,1,4,15,5,3,2,1
u001356,22,1,2,0,0,3,0,2
u001357,13,2,5,5,1,3,0,1
u001358,48,2,5,30,2,3,0,1
u001359,27,2,5,1,2,3,0,2
u001360,44,2,5,14,2,2,3,2
u001361,3,2,3,18,2,3,0,1
u001362,1,1,5,0,0,3,0,2
u001363,10,2,1,12,2,3,4,1
u001364,44,1,3,1,1,2,4,2
u001365,1,1,4,31,1,3,4,1
u001366,3,2,5,9,2,3,4,1
u001367,44,1,3,30,1,2,0,2
u001368,58,2,5,9,1,3,0,1
u001369,6,2,5,0,0,3,0,1
u001370,10,1,2,31,1,3,0,2
u001371,47,2,5,28,6,3,1,1
u001372,53,2,5,7,4,3,0,2
u001373,22,2,3,0,0,3,0,2
u001374,35,1,3,0,0,3,0,1
u001375,1,2,5,0,0,3,4,1
u001376,58,2,3,1,1,3,0,1
u001377,64,2,2,0,0,3,0,1
u001378,47,2,5,27,1,3,1,1
u001379,22,2,5,2,3,3,0,2
u001380,1,2,3,12,4,3,4,2
u001381,1,2,5,1,1,3,0,1
u001382,53,1,1,0,0,3,2,1
u001383,35,1,2,0,0,3,0,1
u001384,1,2,5,7,6,3,1,2
u001385,18,2,5,31,1,3,4,1
u001386,47,1,3,11,2,2,2,1
u001387,14,2,3,12,1,3,1,2
u001388,25,1,6,28,6,3,0,2
u001389,52,2,5,1,2,3,0,1
u001390,47,2,5,5,1,3,0,1
u001391,1,1,3,1,1,3,0,2
